Q1000070	b'Myron V. George'
Q1156145	b'Edward Garmatz'
Q1156159	b'John Boynton Philip Clayton Hill'
Q1156166	b'Charles Pearce Coady'
Q1156170	b'Melissa Bacelar'
Q1156344	b'John Kronmiller'
Q115645	b'Robert Grimm'
Q115654	b'Paul Gr\xc3\xbcninger'
Q1156675	b'Kaoru Yosano'
Q115694	b'Jean-Baptiste Philibert Vaillant'
Q1157150	b'Dafydd Iwan'
Q11571	b'Cristiano Ronaldo'
Q115732	b'Payam Sadeghian'
Q1157856	b'Dale Milford'
Q11578	b'Venus Williams'
Q115835	b'Hans Conrad Escher von der Linth'
Q115849	b'Horace Fran\xc3\xa7ois Bastien S\xc3\xa9bastiani de La Porta'
Q11584	b'Iker Casillas'
Q1158544	b'Damir D\xc5\xbeumhur'
Q115859	b'Zdravko Kuzmanovi\xc4\x87'
Q115883	b'Eugen Huber'
Q1158913	b'Damrong Rajanubhab'
Q115891	b'Christophe Darbellay'
Q1158950	b'William Lyne'
Q1158969	b'Dan A. Kimball'
Q1158992	b'Dan Benishek'
Q1159045	b'Dan Dailey'
Q1159055	b'Dan Duryea'
Q1159141	b'Dan Petrescu'
Q11595	b'John Adair'
Q115973	b'Bernard Challandes'
Q115995	b"Achille Baraguey d'Hilliers"
Q1160099	b'Le\xc3\xb3 L\xc3\xa1nczy'
Q1160170	b'Daniel Brennan, Baron Brennan'
Q116019	b'Pierre de Ruel, marquis de Beurnonville'
Q1160247	b'Daniel C. Verplanck'
Q116032	b'Johannes von M\xc3\xbcller'
Q1160718	b'Daniel Franzese'
Q116074	b'Adrian Amstutz'
Q11607	b'Jon Huntsman Jr.'
Q1161024	b'Tar\xc5\x8d K\xc5\x8dno'
Q116114	b'Urs Schwaller'
Q116119	b'Paul Usteri'
Q11613	b'Harry S. Truman'
Q1161665	b'Daniel Manning'
Q11617	b'Aaliyah'
Q116219	b'Alex Borstein'
Q1162460	b'Daniel S. Dickinson'
Q116260	b'R\xc3\xa9mi Joseph Isidore Exelmans'
Q1162679	b'Daniel Scioli'
Q1162730	b'Daniel Smith Donelson'
Q116287	b'James Fazy'
Q1163104	b'Daniel Webster Comstock'
Q116353	b'Pierre C\xc3\xa9r\xc3\xa9sole'
Q1163753	b'Daniele Manin'
Q11637	b'Judy Garland'
Q1163801	b'Daniele Var\xc3\xa8'
Q1163802	b'Daniele Vargas'
Q116407	b'Pascal Broulis'
Q116419	b'Caspar Baader'
Q116430	b'Idris of Libya'
Q116446	b'Bruno Zuppiger'
Q1164482	b'Dannite H. Mays'
Q1164532	b'Danny Cannon'
Q116454	b'Ulrich Schl\xc3\xbcer'
Q116457	b'Verena Diener'
Q116461	b'Claude Janiak'
Q116462	b'Helen Gahagan Douglas'
Q1164657	b'Danny K. Davis'
Q116486	b'Bruno Frick'
Q116490	b'Max Binder'
Q116541	b'James Schwarzenbach'
Q1165735	b'Darcy Ribeiro'
Q116617	b'James Guillaume'
Q116643	b'Christoffel Br\xc3\xa4ndli'
Q11665	b'Jos\xc3\xa9 Ramos-Horta'
Q1166752	b'Darsi Ferrer Ram\xc3\xadrez'
Q11668	b'Nikki Haley'
Q1166913	b'Darwin Hall'
Q11669	b'Mark Sanford'
Q11670	b'Jim Hodges'
Q11672	b'Carroll A. Campbell Jr.'
Q116736	b'Fernando Bela\xc3\xbande Terry'
Q11673	b'Andrew Cuomo'
Q1167934	b'Joaqu\xc3\xadn Castro'
Q116793	b'Charles Pictet de Rochemont'
Q116812	b'Oriol Junqueras'
Q116829	b'Hans-J\xc3\xbcrg Fehr'
Q116830	b'Johann Jakob Stehlin'
Q116834	b'Yvette Estermann'
Q116886	b'Ulrich Giezendanner'
Q1168954	b'Marion Cannon'
Q116906	b'Josef Zisyadis'
Q116940	b'Heinrich Escher'
Q1169518	b'Aminata Traor\xc3\xa9'
Q116983	b'Robert Donat'
Q116992	b'Karl Schenk'
Q117001	b'Numa Droz'
Q117012	b'Yoko Ono'
Q11701393	b'Greg Combet'
Q117017	b'Josef Munzinger'
Q117021	b'Oswald Heer'
Q11702	b'John Boehner'
Q117058	b'Lilian Uchtenhagen'
Q117064	b'Christian Waber'
Q117096	b'Ramon Magsaysay'
Q117144	b'Mikl\xc3\xb3s Horthy'
Q117158	b'Silvia Schenker'
Q117249	b'Robbie Robertson'
Q117253	b'Demosthenes'
Q11726	b'Karl Renner'
Q11734	b'Engelbert Dollfuss'
Q1173500	b'David A. De Armond'
Q1173562	b'David Alton'
Q11735	b'Michael Spindelegger'
Q1173613	b'David B. Birney'
Q117363	b'Marianne Huguenin'
Q117392	b'Malcolm McDowell'
Q1174029	b'David Cobb'
Q117416	b'Daniel Vischer'
Q117436	b'Yoann Gourcuff'
Q1174390	b'David F. Houston'
Q1174660	b'David Hammerstein Mintz'
Q117478	b'Francine John-Calame'
Q1174829	b'David J. Foster'
Q117502	b'Gis\xc3\xa8le Ory'
Q1175107	b'David Lansana'
Q1175226	b'David Lewis Macpherson'
Q117558	b'Adh\xc3\xa9mar Schwitzgu\xc3\xa9bel'
Q11757807	b'Liri Berisha'
Q1175844	b'David N. Henderson'
Q1176087	b'David Perley Lowe'
Q1176135	b'De Villiers Graaff'
Q117641	b'Th\xc3\xa9odore Aubert'
Q1176678	b'Mahmud Nedim Pasha'
Q1176745	b'David Stockman'
Q1177111	b'David Wayne'
Q117716	b'Ruth Genner'
Q1177254	b'David Woodard'
Q1177543	b'Davide Giordano'
Q1177587	b'Mircea Diaconu'
Q117793	b'Th\xc3\xa9r\xc3\xa8se Meyer'
Q117805	b'Jasmin Hutter'
Q11781202	b'Milena Rudnytska'
Q1178414	b'Davy Kaye'
Q1179412	b'Claudio Bisio'
Q117941	b'Andr\xc3\xa9 Bugnon'
Q117946	b'Tim Frey'
Q117999	b'Augustin Keller'
Q118021	b'Wolfram Kuschke'
Q118060	b'Gian-Reto Plattner'
Q11806	b'John Adams'
Q118071	b'Rudolf Joder'
Q1181147	b'Dean Windass'
Q118126	b'Walter Wobmann'
Q11812	b'Thomas Jefferson'
Q11813	b'James Madison'
Q11814166	b'Pawe\xc5\x82 Klisz'
Q11815	b'James Monroe'
Q11816	b'John Quincy Adams'
Q11817	b'Andrew Jackson'
Q118183	b'Ludwig Forrer'
Q118201	b'Georges-Andr\xc3\xa9 Chevallaz'
Q11820	b'Martin Van Buren'
Q118232	b'Christine Egerszegi'
Q118243	b'Edmund Schulthess'
Q118257	b'Emil Frey'
Q118282	b'Rudolf Friedrich'
Q118284	b'Paul Chaudet'
Q118306	b'Claude H\xc3\xaache'
Q118336	b'Kurt Gribl'
Q11837680	b'Clara Williams'
Q118384	b'Hansheiri Inderkum'
Q1184033	b'Dele Adebola'
Q118490	b'Pavel Popovich'
Q118497	b'Ad\xc3\xa8le Thorens Goumaz'
Q11850255	b'Aivar Pohlak'
Q1185158	b'Miguel Tejada'
Q118527	b'Wilhelm Amsinck Burchard-Motz'
Q1185569	b"Louis Nicolas Victor de F\xc3\xa9lix d'Olli\xc3\xa8res"
Q11857852	b'Emma Kanerva'
Q11860	b'Silvio Berlusconi'
Q1186276	b'Sinn Bodhi'
Q118629	b'Agus Salim'
Q11869	b'William Henry Harrison'
Q118715	b'Karl A. Lamers'
Q118720	b'Winfried Nachtwei'
Q1187214	b'Nomar Garciaparra'
Q118725	b'Hafez al-Assad'
Q1187517	b'Denis Lynch'
Q1187673	b'Denis Th\xc3\xa9riault'
Q118774	b'John Brown Gordon'
Q1187771	b'Denise Kingsmill, Baroness Kingsmill'
Q11881	b'John Tyler'
Q11884403	b'Niilo W\xc3\xa4ll\xc3\xa4ri'
Q1188833	b'Javi M\xc3\xa1rquez'
Q11891	b'James K. Polk'
Q1189230	b'Gladys Swarthout'
Q118936	b'Rafael Alberti'
Q1189404	b"Dennis O'Keefe"
Q118942	b'Frank Stapleton'
Q1189483	b'Dennis Ross'
Q1189587	b'Dennis Waterman'
Q1189661	b'Jalal Hosseini'
Q11896	b'Zachary Taylor'
Q1189965	b'Denver David Hargis'
Q1189994	b'Denver S. Church'
Q1189	b'Usain Bolt'
Q1190439	b'Prabhu Deva'
Q1191105	b'Sebasti\xc3\xa1n Soria'
Q1191172	b'Matt Striker'
Q1191464	b'Apostolos Vellios'
Q1192864	b"Pierre Morel-\xc3\x80-L'Huissier"
Q1192923	b'P. Henry Dugro'
Q1192942	b'Thomas J. Creamer'
Q1192972	b'John Winthrop Chanler'
Q1192978	b'John H. G. Vehslage'
Q1193003	b'Edward J. Dunphy'
Q11930	b'Kevin Costner'
Q119323	b'Joshua Reed Giddings'
Q1193416	b'Robert Bruce, 1st Earl of Ailesbury'
Q119362	b'Jean-Paul Besset'
Q1194162	b'Ver\xc3\xb3nica Boquete'
Q11944	b'Orlando Engelaar'
Q11948	b'Michael Ballack'
Q1194930	b'Grace Tanamal'
Q119562	b'Sergio Ag\xc3\xbcero'
Q1195714	b'Febo Conti'
Q119593	b'Lory Del Santo'
Q119676	b'Mekhi Phifer'
Q119702	b'Anne, Queen of Great Britain'
Q11971879	b'Gerd Kristiansen'
Q119798	b'Michael Douglas'
Q1198129	b'Trent Barreta'
Q11998	b'Kylie Minogue'
Q119	b'May'
Q120015	b'Sejanus'
Q12003	b'Cher'
Q12008070	b'Filip Albrecht'
Q120093	b'Paul Lachenal'
Q120130	b'Ueli Leuenberger'
Q1201365	b'Detlef Seif'
Q120215	b'Ernest Thesiger'
Q1202291	b'Et\xc5\x8d Shinpei'
Q1203191	b'Arbaaz Khan'
Q1203876	b'Montague Lessler'
Q1203	b'John Lennon'
Q12040314	b'Nad\xc4\x9b\xc5\xbeda Kaval\xc3\xadrov\xc3\xa1'
Q120406	b'Riki Lindhome'
Q120417	b'Victor Sch\xc5\x93lcher'
Q120426	b'Bernd Herzsprung'
Q120428	b'Busso Peus'
Q120466	b'Matthias R\xc3\xb6\xc3\x9fler'
Q120521	b'Gerold B\xc3\xbchrer'
Q12052714	b'Hikmat Abu Zayd'
Q12052828	b'Mohamed Albuflasa'
Q120599	b'Jerzy Putrament'
Q12060588	b'Mike Hudema'
Q1206743	b'Victor Bulwer-Lytton, 2nd Earl of Lytton'
Q12069158	b'Neetu Singh'
Q120699	b'Alphonzo E. Bell Jr.'
Q1207127	b'Dewey Johnson'
Q12072068	b'Nirmal Kumar Verma'
Q1207860	b'Zhou Xuan'
Q1208103	b'Diafra Sakho'
Q12081071	b'Aron Baron'
Q1208779	b'Gabriel Valencia'
Q1209649	b'Dick Foran'
Q1209674	b'Dick Gregory'
Q1209677	b'Dick Gephardt'
Q1209818	b'Dick Vermeil'
Q1210022	b'Dickie Moore (actor)'
Q1210194	b'Byron Brown'
Q121044	b'Sigmund von Erlach'
Q121072	b'Bernhard Hess'
Q121111	b'Charles Monnard'
Q121115	b'Hans Grunder'
Q121181	b'Theo Harych'
Q1212372	b'J\xc3\xb3zsef M\xc3\xa1rkus'
Q121341	b'Hans-Werner Schwarz'
Q121373	b'Wilhelm Decker'
Q121403	b'Luke Wilkshire'
Q1214601	b'Zsolt Nagy'
Q12154	b'Tutankhamun'
Q1216039	b'Coelho Neto'
Q121615	b'Bobby Sands'
Q1216173	b'Christopher Hatton'
Q121655	b'Carmen Miranda'
Q121734	b'Thomas Picton'
Q1217502	b'Hugh Childers'
Q1217703	b'Silvio Muccino'
Q121794	b'John Gollan'
Q121795	b'Roland Vogt'
Q121814	b'Oliver Rohrbeck'
Q1218474	b'\xc3\x89tienne Lamy'
Q1219653	b'John Cheke'
Q122003	b'Julio Iglesias'
Q122020	b'Hilary Duff'
Q1220407	b'Lajos N\xc3\xa1vay'
Q1220	b'Giorgio Napolitano'
Q1222215	b'Dieter Janecek'
Q1223000	b'Dieter Wiefelsp\xc3\xbctz'
Q122335	b'Ken Murray (entertainer)'
Q1223395	b'Ellen Ternan'
Q1223729	b'Lambros Koromilas'
Q12243227	b'Mashhoor bin Saud bin Abdulaziz Al Saud'
Q122479	b'Malcolm IV of Scotland'
Q122516	b'Georg Friedrich Heilmann'
Q122553	b'Charles II of England'
Q122580	b'Samuel E. Cook'
Q1225859	b'Dimitar Talev'
Q1226015	b'Marco Follini'
Q122614	b'Ren\xc3\xa9e Zellweger'
Q122618	b'Margot Kalinke'
Q122701	b'William Thomson, 1st Baron Kelvin'
Q1227381	b'\xc3\x89lie Reclus'
Q122770	b'Bernhard Seeger'
Q1227732	b'Gino Strada'
Q1227843	b'Dirk Fischer (politician)'
Q122802	b'Stefan Wigger'
Q122826	b'Sebastian Schlemmer'
Q1229342	b'Victor Sen Yung'
Q1229819	b'Janus Dousa'
Q1230002	b'Nikolaos Politis'
Q1230082	b'Helga Thaler Ausserhofer'
Q123032	b'Devawongse Varoprakar'
Q123034	b'Huldrych Zwingli'
Q123037	b'Mohammad Mosaddegh'
Q123041	b'Germaine de Sta\xc3\xabl'
Q1230504	b'Winthrop Mackworth Praed'
Q123062	b'Jacques Necker'
Q12306	b'Millard Fillmore'
Q123089	b'Benjamin Constant'
Q1230	b'Francesco Cossiga'
Q123118	b'Raymond Kopa'
Q12312	b'Franklin Pierce'
Q1231345	b'Paul Kagame'
Q12315607	b'Hansine Andr\xc3\xa6'
Q123174	b'Vanessa Hudgens'
Q12320	b'Pedro Beltr\xc3\xa1n Espantoso'
Q123238	b'Guillaume Henri Dufour'
Q1232403	b'\xc3\x89milien de Nieuwerkerke'
Q1232585	b'James Nicholas Kehoe'
Q12325	b'James Buchanan'
Q123268	b'Carl Hilty'
Q1232757	b'Dmitry Klokov'
Q1232851	b'Dmitriy Furmanov (ship)'
Q123307	b'Dick Marty'
Q123351	b'Michael Caine'
Q1233	b'Sandro Pertini'
Q1234235	b'Stephen Johnson Field'
Q123450	b'Johannes Oecolampadius'
Q123482	b'Gerhard Eck'
Q123493	b'Jumbo Schreiner'
Q123517	b'Elke Twesten'
Q12356771	b'Will Thorne'
Q1235731	b'Mick Mulvaney'
Q123579	b'Marco Camenisch'
Q1235	b'Giovanni Leone'
Q1236274	b'Luigi Albertini'
Q1236352	b'Jos\xc3\xa9 L\xc3\xb3pez Dom\xc3\xadnguez'
Q1236383	b'Francisco Silvela'
Q1236412	b'Jim Backus'
Q123646	b'Franz Lefort'
Q1236538	b'Vito De Filippo'
Q123665	b'Gloria Macapagal Arroyo'
Q123688	b'Duke Kahanamoku'
Q1237218	b'Domenico Morelli'
Q1237268	b'Harry B. Hawes'
Q1237389	b'Miles Mander'
Q1237426	b'Marco Columbro'
Q1237588	b'Dominic Corrigan'
Q1237837	b'Dominik Kuhn'
Q1237940	b'Charles Le Roux'
Q123802	b'Leo Jogiches'
Q1238315	b'Dominique Riquet'
Q1238321	b'Vasco Errani'
Q123839	b'Heinrich Bullinger'
Q123888	b'Arnold Escher von der Linth'
Q1238	b'Giuseppe Saragat'
Q1239052	b'Don Chipp'
Q123923	b'Radovan Karad\xc5\xbei\xc4\x87'
Q1239291	b'Alexander Downer'
Q1239294	b'Gaius Vettius Sabinianus Julius Hospes'
Q1239374	b'Don Nickles'
Q123945	b'Matthias Zurbriggen'
Q1239590	b'Don Young'
Q123969	b'Cesaro (wrestler)'
Q1239926	b'Donald H. Magnuson'
Q1239933	b'Donald Glover'
Q123997	b'Ernst-Heinrich Schmauser'
Q1240231	b'Donald Peers'
Q1240399	b'Joseph Joos'
Q1240511	b'Donald Woods'
Q124057	b'Dolores del R\xc3\xado'
Q1240856	b'Edmond de Coussemaker'
Q124086	b'Wesley Sneijder'
Q124088	b'Fritz Platten'
Q124112	b'Michel Simon'
Q1241161	b'Ir\xc3\xa9n Psota'
Q1241256	b'Patrick Colquhoun'
Q124134	b'Marion Caspers-Merk'
Q124176	b'Justin von Linde'
Q124211	b'Karl Wilhelm von Meister'
Q1242194	b'Corrado Mantoni'
Q1242223	b'Ilka P\xc3\xa1lmay'
Q1242238	b'Marco Paolini'
Q1242682	b'Lord Ronald Gower'
Q1243541	b'Jan L\xc3\xb6ffler'
Q124356	b'Julia J\xc3\xa4ger'
Q1243577	b'Nicol\xc3\xb2 Sagredo'
Q1243594	b'Giovanni Dolfin'
Q1243616	b'Dora Heyenn'
Q1243831	b'Federico de Roncali, 1st Count of Alcoy'
Q1243847	b'Gennaios Kolokotronis'
Q1243858	b'Georgios Kafantaris'
Q124390	b'Rudolf St\xc3\xbcssi'
Q124405	b'Adrian von Bubenberg'
Q1244489	b'Pietro Carnesecchi'
Q12446041	b'Gulab Singh'
Q124495	b'Jimmy Armfield'
Q1244962	b'Georg Heinrich Kaemmerer'
Q1245542	b'G\xc3\xa1bor Rajnay'
Q124555	b'William Joseph Behr'
Q1245585	b'J\xc3\xa1nos Rajz'
Q1245845	b'Samuel C. Fessenden'
Q124617	b'Georgy Zhukov'
Q1246390	b'John Witherspoon'
Q1246500	b'Gianrico Carofiglio'
Q1246882	b'Louis Jacques Maurice de Bonald'
Q1247036	b'Irma Reichov\xc3\xa1'
Q1247041	b'Michele Santoro'
Q1247154	b'Nikolay Yusupov'
Q1247225	b'Theophilos Kairis'
Q1247258	b'Panagiotis Danglis'
Q1247523	b'The Lucy Show'
Q1247703	b'John Harris Baker'
Q1247862	b'Theodore Gourdin'
Q1247882	b'Ioannis Sfakianakis'
Q1248015	b'V\xc3\xadctor Andr\xc3\xa9s Bela\xc3\xbande'
Q1248113	b'Katharina Roth'
Q1248548	b'William Patterson Borland'
Q124875	b'Kurt Seibt'
Q1249010	b'Nat Wolff'
Q1249016	b'Orlando Hubbs'
Q1249033	b'Richard G\xc3\xb6ransson'
Q124904	b'Johann Rudolf Huber'
Q1250079	b'James Moore Wayne'
Q125017	b'Uma Thurman'
Q1250407	b'Roberto S\xc3\xa1nchez Vilella'
Q125106	b'Salma Hayek'
Q1251707	b'Doug Bereuter'
Q1252175	b'Petros Molyviatis'
Q1252257	b'Imre R\xc3\xa1day'
Q125237	b'Georgia Engel'
Q1253014	b'Dov Hoz'
Q1253845	b'J. August Richards'
Q1253889	b'Fredrik Str\xc3\xb6m'
Q1253	b'Ban Ki-moon'
Q125414	b'Pompey'
Q1254183	b'Stjepan Spevec'
Q125433	b'Martin Landolt'
Q1254583	b'Dragan Kujovi\xc4\x87'
Q125488	b'Hans Stubbe'
Q1254	b'Kofi Annan'
Q1255284	b'Mahmoud Taleghani'
Q1255380	b'Nacho Vidal'
Q1255425	b'Paul Dresser'
Q1255625	b"Samuel Eto'o"
Q125578	b'Alfred Rasser'
Q125596	b'Ursela Monn'
Q1256302	b'Matthew Prior'
Q125640	b'Stephen Pace'
Q125649	b'William III of the Netherlands'
Q125666	b'Nyusha'
Q1256833	b'George A. Bicknell'
Q1256887	b'Petko Slaveykov'
Q1256895	b'James McArthur'
Q125731	b'Ehud Barak'
Q125738	b'National Kaiser Wilhelm Monument'
Q1257488	b'Gaahl'
Q1257692	b'John Q. Tilson'
Q1258320	b'Ludwig Camerarius'
Q125896	b'Luise Kinseher'
Q1259143	b'Driss Debbagh'
Q1259373	b'Patrick J. Hillings'
Q125944	b'Kalle Pohl'
Q1259931	b'Kai Peterson'
Q1260068	b'Ola Isene'
Q1260371	b'Bojan Stupica'
Q1260418	b'Louis K. Church'
Q1260918	b'William Carey Jones'
Q1260	b'Kurt Waldheim'
Q126104	b'Ricardo van Rhijn'
Q1261083	b'William Herbert, 1st Earl of Pembroke (died 1469)'
Q1261369	b'Lea Deutsch'
Q126164	b'Tina Aumont'
Q126181	b'Fraizer Campbell'
Q126188	b'James II of England'
Q126279	b'Craig Gardner'
Q1263175	b'Mladen Lorkovi\xc4\x87'
Q126332	b'David Meyler'
Q1263509	b'Sreten \xc5\xbdujovi\xc4\x87'
Q1263723	b'Dudley Doolittle'
Q1263728	b'Fanny Kelly'
Q1264228	b'Robert Baldwin Sullivan'
Q126422	b'Connor Wickham'
Q126462	b'Thomas Paine'
Q126466	b'Jack Colback'
Q1264	b'U Thant'
Q126503	b'Filippo Inzaghi'
Q126512	b'Walter Bertsch'
Q1265202	b'Stepin Fetchit'
Q1265214	b'Todd Palin'
Q126531	b'Beatrice of Provence'
Q1265323	b'King Baggot'
Q1265331	b'Rasim Ljaji\xc4\x87'
Q1265439	b'Duncan McNeil'
Q1265884	b'Ivo Lola Ribar'
Q126599	b'Kristen Stewart'
Q12661111	b'Konstantinas Savickas'
Q1266476	b'John Witcher'
Q1266856	b'Ognjen Prica'
Q126702	b'Till Backhaus'
Q126704	b'Kaarel Eenpalu'
Q1267552	b'Du\xc5\xa1an Borkovi\xc4\x87'
Q126773	b'Alfred Fletcher'
Q1267	b'Dag Hammarskj\xc3\xb6ld'
Q12680	b'Paul Doumer'
Q1268476	b'F\xc3\xa9lix Pons'
Q1268481	b'Dwight Loomis'
Q1268487	b'Louis B. Heller'
Q1269048	b'Donna Brazile'
Q12696	b'Nitobe Inaz\xc5\x8d'
Q1270013	b'George Bradshaw Kelly'
Q1270441	b'Robert Erskine Childers'
Q12706	b'Maxim Gorky'
Q1270716	b'D\xc3\xa9sir\xc3\xa9 Tagro'
Q1270800	b'Pierre-Fran\xc3\xa7ois Percy'
Q12715855	b'Johanne Reutz Gjermoe'
Q1273122	b'Sam Taylor-Johnson'
Q127315	b'Harold Lockwood'
Q127321	b'Laila Halme'
Q127328	b'Alice Paul'
Q127330	b'Frank Zappa'
Q1273317	b'Herbert Marshall'
Q127345	b'Hugo Ko\xc5\x82\xc5\x82\xc4\x85taj'
Q1273477	b'Clay Shaw (politician)'
Q1273501	b'E. H. Hedrick'
Q1273532	b'E. M. S. Namboodiripad'
Q1273575	b'E. Stevens Henry'
Q127417	b'Douglas MacArthur'
Q127437	b'Carl Schurz'
Q127442	b'Konstantin Chernenko'
Q127452	b'Dani Carvajal'
Q127499	b'Asier Illarramendi'
Q127500	b'Johanna Rasmussen'
Q12750	b'Josep Puig i Cadafalch'
Q127548	b'Dweezil Zappa'
Q127569	b'Paul Leder'
Q1276083	b'Malachy McCourt'
Q1276563	b'William Joseph Burns'
Q1276568	b'Thomas Pakenham, 5th Earl of Longford'
Q1276579	b'Michael Ansara'
Q127688	b'Johan Vilhelm Snellman'
Q1276900	b'Johannes Singhammer'
Q1276990	b'Earl B. Ruth'
Q12769	b'Willem Drees'
Q1276	b'Leonard Cohen'
Q1277014	b'Earl Browder'
Q1277029	b'Red Skelton'
Q1277085	b'Earl Holliman'
Q1277106	b'Mladen Marka\xc4\x8d'
Q1277471	b'Albert O. Brown'
Q12777	b'Joan Herrera i Torres'
Q1277927	b'Rafael Amaya'
Q1277943	b'Ted Knight'
Q127797	b'Joel Pohjanpalo'
Q1278585	b'Eben Martin'
Q1278923	b"Henri Fran\xc3\xa7ois d'Aguesseau"
Q127914	b'Sead Kola\xc5\xa1inac'
Q1279546	b'Greti Schmid'
Q1279583	b'Tom Driberg'
Q1279801	b'Kevin Hague'
Q127998	b'Mahmoud Abbas'
Q1280001	b'Luis Juez'
Q1280205	b'Oscar Asche'
Q1280288	b'Joe Scarborough'
Q1280300	b'W. Godfrey Hunter'
Q1280390	b'Maja Gojkovi\xc4\x87'
Q1280431	b'Walter F. Lineberger'
Q1280455	b'Robert Colbert'
Q1280534	b'Ivan Milutinovi\xc4\x87'
Q1280675	b'Alastair Mackenzie'
Q1280760	b'Ward Bond'
Q1280936	b'Yuri Orlov'
Q12810672	b'L\xc3\xbctfullah Kayalar'
Q1281193	b'Tony Dow'
Q1281212	b'Moe Howard'
Q128121	b'Mick Jagger'
Q1281241	b'William A. Calderhead'
Q1281723	b'Roy Thinnes'
Q1281738	b'Kinky Friedman'
Q128190	b'Boniface de Castellane'
Q12819	b'Ma\xc5\x82gorzata Handzlik'
Q1282268	b'Ed Ames'
Q1282411	b'Ed Markey'
Q1282450	b'Ed Pastor'
Q128245	b'Mohammad Reza Pahlavi'
Q1282938	b'Eddie Polo'
Q1283616	b'Louis-Michel le Peletier, marquis de Saint-Fargeau'
Q1283716	b'William Gully, 1st Viscount Selby'
Q128379	b'David Prowse'
Q1283935	b'Gaius Sextius Calvinus'
Q1284060	b'Edgar Moron'
Q1284113	b'Remco Dijkstra'
Q1284272	b'Hans \xc3\x98sterholt'
Q1284472	b'Silvia Modig'
Q1284473	b'Cora Witherspoon'
Q1284586	b'James A. Hughes'
Q1284936	b'Quintus Minucius Rufus'
Q128494	b'Lyubov Axelrod'
Q1285043	b'Thomas Lilbourne Anderson'
Q1285099	b'Radimir \xc4\x8ca\xc4\x8di\xc4\x87'
Q1285166	b'Herbert Dorfmann'
Q1285211	b'Roald van der Linde'
Q128529	b'Paul Martin'
Q128532	b'Al Jolson'
Q1285376	b'Bea Benaderet'
Q128543	b'Jean Chr\xc3\xa9tien'
Q1285564	b'Edmond Louis Alexis Dubois-Cranc\xc3\xa9'
Q1285611	b'Edmond H. Madison'
Q128568	b'John Turner'
Q12858744	b'Ky Ebright'
Q1285893	b'Hans Gruijters'
Q128604	b'Lester B. Pearson'
Q12860	b'Ferdinand II of Aragon'
Q128614	b'John Diefenbaker'
Q128626	b'Louis St. Laurent'
Q128633	b'William Lyon Mackenzie King'
Q1286350	b'Thomas Daniel Winter'
Q1286382	b'Edmund H. Hinshaw'
Q128645	b'Arthur Meighen'
Q128655	b'Robert Borden'
Q128664	b'Wilfrid Laurier'
Q1286715	b'Edmund Pettus'
Q128672	b'Charles Tupper'
Q1286750	b'Edmund Purdom'
Q128686	b'John Sparrow David Thompson'
Q128696	b'John Abbott'
Q128701	b'Urraca of Le\xc3\xb3n'
Q128702	b'John A. Macdonald'
Q128719	b'Jasper Cillessen'
Q128721	b'Steven Berghuis'
Q1287242	b'Zoran Radmilovi\xc4\x87'
Q128727	b'Derk Boerrigter'
Q1287322	b'Milburn Stone'
Q128777	b"Philippe Antoine d'Ornano"
Q1287807	b'Michael Sprigg'
Q12878	b'Tron \xc3\x98grim'
Q128799	b'Ricky Martin'
Q128807	b'Jean Isidore Harispe'
Q1288108	b'John M. Wolverton'
Q128829	b'Michael Owen'
Q128840	b'Toby Alderweireld'
Q1288447	b'Kevin Tighe'
Q128850	b'Olivier Occ\xc3\xa9an'
Q1288672	b'Eduard Heinl'
Q128870	b'Rob Friend'
Q128894	b'Yitzhak Ben-Zvi'
Q128902	b'William Pitt the Younger'
Q128905	b'Kenneth Vermeer'
Q128906	b'Hussein bin Ali, Sharif of Mecca'
Q128909	b'Lorenzo Ebecilio'
Q128911	b'Ezer Weizman'
Q1289335	b'Edvard Mirzoyan'
Q128933	b'Micha\xc3\xablle Jean'
Q128956	b'Harold Wilson'
Q128967	b'Edward Heath'
Q128976	b'Alec Douglas-Home'
Q12897	b'Pel\xc3\xa9'
Q1289901	b'Harold Ford Jr.'
Q128992	b'Miralem Sulejmani'
Q128995	b'Anthony Eden'
Q129006	b'Clement Attlee'
Q1290248	b'William Frawley'
Q129027	b'Paul Pogba'
Q1290476	b'John Podesta'
Q1290518	b'L\xc3\xb3egaire mac N\xc3\xa9ill'
Q1290674	b'Eduard von Schele zu Schelenburg'
Q129087	b'Ethel Merman'
Q1291036	b'Ewart Brown'
Q1291067	b'Imogene Coca'
Q1291104	b'Nanette Fabray'
Q129118	b'Ada Hegerberg'
Q129119	b'Ruslana'
Q1291224	b'Eduardo Wilde'
Q1291389	b'Robert W. Bonynge'
Q1291544	b'Adrian Conan Doyle'
Q1291574	b'Steponas Darius'
Q1291618	b'George Ross Smith'
Q1291706	b'Edward Binns'
Q1291728	b'Edward Boland'
Q1292449	b'Edward H. Smith (politician)'
Q1292473	b'Rodoljub \xc4\x8colakovi\xc4\x87'
Q1292528	b'Edward Herbert Rees'
Q1292540	b'Edward Hidalgo'
Q1292589	b'J. Edward Hutchinson'
Q1292599	b'Fran\xc3\xa7ois de Charette'
Q1292634	b'Edward J. Livernash'
Q1292752	b'Edward Joshua Cooper'
Q12927	b'Marine Le Pen'
Q129294	b'Meri Te Tai Mangak\xc4\x81hia'
